id,title,Rating,maincateg,platform,price1,actprice1,Offer %,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1,kfold
8512,Running Shoes For Men  (Black),4.0,Men,Flipkart,379,999,62.06%,2092.0,,1148.0,,258.0,107,230,1,4
20145,Leather Design Stylish Look Boots Shoes Boots For Women  (Brown),4.2,Women,Flipkart,398,1399,71.55%,14908.0,2466.0,8671.0,3132.0,1586.0,575,944,1,0
20258,Flip Flops,4.1,Women,Flipkart,225,499,54.91%,38.0,4.0,20.0,8.0,4.0,4,2,0,2
1378,Pure Syntethic Leather Formal Shoes Slip On For Men Slip On For Men  (Brown),4.0,Men,Flipkart,471,999,52.85%,457.0,73.0,237.0,86.0,69.0,18,47,1,4
6772,"2 Combo Shoes For Girls Stylish Lastes Fashion Casual Canvas Sneakers Sneakers For Women  (Navy, Pink)",3.7,Women,Flipkart,449,998,55.01%,361.0,51.0,161.0,77.0,46.0,27,52,1,4
20493,VELVET PARTY WEAR ETHNIC JALSA FOR MEN Mojaris For Men  (Black),3.8,Men,Flipkart,379,999,62.06%,23.0,0.0,10.0,5.0,3.0,3,2,0,1
5123,Casuals For Men  (Black),3.8,Men,Flipkart,395,499,20.84%,90.0,14.0,46.0,13.0,11.0,6,14,0,1
635,New Trendy Fashionable And Comfortable Women's and Girls Shoes Boots For Women  (Pink),4.0,Women,Flipkart,438,865,60.06%,64.0,8.0,46.0,10.0,10.0,2,10,1,4
16197,Women Pink Heels Sandal,4.1,Women,Flipkart,664,999,33.53%,1052.0,182.0,567.0,248.0,122.0,45,70,1,0
18014,Women Blue Wedges Sandal,4.0,Women,Flipkart,449,999,55.06%,658.0,82.0,301.0,170.0,93.0,43,51,1,0
8481,Perfect Stylish Girls Casual Shoes Sneakers For Women  (White),4.1,Women,Flipkart,349,999,65.07%,887.0,130.0,464.0,185.0,112.0,44,73,1,2
1838,Slippers,3.7,Men,Flipkart,645,1499,56.97%,943.0,113.0,,161.0,,85,140,1,1
17142,S-CROSS Casuals For Men  (Black),4.3,Men,Flipkart,945,999,5.41%,3096.0,446.0,1796.0,764.0,275.0,102,159,1,4
8367,Women Black Heels Sandal,4.2,Women,Flipkart,498,999,50.15%,2429.0,369.0,1523.0,420.0,201.0,94,190,0,1
5811,Women Tan Flats Sandal,4.1,Women,Flipkart,299,999,70.07%,1035.0,141.0,596.0,195.0,113.0,41,91,1,3
6839,Men Tan Casual Sandal,3.9,Men,Flipkart,555,999,44.44%,2558.0,342.0,1174.0,660.0,336.0,171,217,1,1
11443,SL-138 Casuals For Women  (White),4.1,Women,Flipkart,496,625,20.64%,372.0,68.0,201.0,79.0,51.0,11,26,1,4
4823,Running Shoes For Men  (Multicolor),3.7,Men,Flipkart,426,999,57.36%,826.0,83.0,425.0,106.0,87.0,68,140,0,1
17694,"Nemo-06 Casual sneakers for ladies | sports shoes for women | Running shoes for girls stylish latest design new fashion | Lace up Lightweight grey shoes for jogging, walking, gym & party Running Shoes For Women  (Grey, Green)",3.8,Women,Flipkart,711,999,28.83%,366.0,50.0,160.0,74.0,63.0,22,47,1,2
18146,Mojaris For Men  (Black),3.6,Men,Flipkart,685,899,23.80%,27.0,3.0,11.0,6.0,2.0,3,5,0,4
338,Boots For Women  (Brown),4.3,Women,Flipkart,335,897,63.46%,7.0,0.0,4.0,3.0,2.0,2,2,0,0
14961,Men Blue Casual Sandal,3.9,Men,Flipkart,1047,1999,47.62%,898.0,100.0,434.0,199.0,110.0,45,110,1,3
11863,Fashionable casual sneaker shoes Sneakers For Men  (White),3.8,Men,Flipkart,436,2999,85.46%,278.0,24.0,141.0,42.0,34.0,25,36,1,3
19801,Women Multicolor Bellies Sandal,4.1,Women,Flipkart,699,999,30.03%,89.0,19.0,46.0,19.0,13.0,5,6,0,4
19458,Lace Up For Men  (White),3.8,,Flipkart,460,999,53.95%,,,,1600.0,,772,1396,1,4
2112,Slides,3.2,Women,Flipkart,345,599,42.40%,5.0,0.0,2.0,1.0,0.0,0,2,0,0
9068,Women Black Flats Sandal,3.6,Women,Flipkart,299,599,50.08%,654.0,63.0,262.0,124.0,111.0,80,76,1,4
883,Shearling Pull On Boots For Women  (Black),4.1,Women,Flipkart,472,1035,50.05%,978.0,181.0,419.0,195.0,152.0,31,136,0,3
17818,Boots For Women  (Black),4.3,Women,Flipkart,351,999,64.86%,6270.0,1239.0,3880.0,1264.0,566.0,201,359,0,3
18053,Walking Shoes For Men  (Olive),4.0,,Flipkart,560,1499,62.64%,,,,,,392,590,1,2
3029,2301 Training & Gym Shoes For Men  (Multicolor),4.1,Men,Flipkart,386,999,61.36%,638.0,91.0,384.0,90.0,81.0,39,44,0,4
13570,Climber Boots For Men  (Green),4.0,Men,Flipkart,525,999,47.45%,60102.0,7501.0,33442.0,9310.0,6841.0,3551,6958,1,3
5087,Perfect Stylish Girls High Ankel Boots For Women  (Blue),4.3,Women,Flipkart,599,999,40.04%,515.0,80.0,314.0,120.0,40.0,17,28,0,2
2619,Tryfeet Stylish Fancy Ethnic Bellies For Women  (Gold),4.0,Women,Flipkart,499,945,47.20%,259.0,34.0,138.0,53.0,32.0,17,20,0,0
5336,High Tops For Men  (Brown),4.2,Men,Flipkart,474,999,52.55%,761.0,62.0,503.0,82.0,57.0,44,75,0,3
6861,Bellies For Women  (Tan),4.0,Women,Flipkart,305,799,61.83%,203.0,26.0,103.0,42.0,29.0,11,18,1,4
6508,Running Shoes For Men  (Black),4.0,Men,Flipkart,474,499,5.01%,1892.0,227.0,912.0,443.0,261.0,99,177,1,3
9084,Women Brown Sports Sandal,4.4,Women,Flipkart,208,499,58.32%,14.0,1.0,10.0,1.0,2.0,0,1,0,3
20658,Lightweight Gymwear Sport Shoes Running Shoes For Women  (Grey),3.7,Women,Flipkart,449,999,55.06%,40.0,3.0,18.0,6.0,7.0,2,7,0,1
1676,Running Shoes For Women  (Navy),4.1,Women,Flipkart,464,537,13.59%,28984.0,4779.0,14675.0,7715.0,3675.0,1138,1781,1,0
17704,Walking Shoes For Men  (Black),4.0,Men,Flipkart,532,1499,64.51%,7824.0,1021.0,3887.0,1906.0,1049.0,392,590,1,4
8363,Slippers,3.9,Men,Flipkart,199,399,50.13%,1220.0,94.0,702.0,127.0,131.0,79,181,0,0
5729,"Latest Collection, Comfortable & Fashionable Bellies for Women's and Girl's Pack of 2 Bellies For Women  (Multicolor)",3.9,Women,Flipkart,449,999,55.06%,12.0,1.0,6.0,3.0,1.0,0,2,0,2
1101,ENVY Casuals For Women  (Purple),4.4,Women,Flipkart,1876,4999,62.47%,227.0,29.0,150.0,48.0,13.0,8,8,1,3
9740,Slippers,4.1,Women,Flipkart,399,799,50.06%,938.0,111.0,486.0,223.0,119.0,50,60,1,3
20105,"Latest Stylish -Smile Design on Strap Lightweight-Silicon Rubber Flip Flop | Sweat Resistant , Non Slip and Water-Proof Slides - Indoor and Outdoor Casual wear Slippers Slippers",3.7,Men,Flipkart,355,499,28.86%,2564.0,315.0,1206.0,456.0,318.0,160,424,0,1
1340,Mens Stylish Loafers For Men Kolhapuris For Men  (Tan),3.9,Men,Flipkart,407,999,59.26%,8.0,1.0,4.0,1.0,1.0,2,0,0,2
8338,Boots For Women  (Grey),3.5,Women,Flipkart,390,1299,69.98%,32.0,3.0,14.0,5.0,3.0,3,7,1,4
18526,Flip Flops,4.2,Women,Flipkart,299,699,57.22%,15.0,5.0,8.0,4.0,2.0,0,1,1,2
8896,Run Swift Running Shoe Running Shoe For Men  (Black),4.2,Men,Flipkart,3897,6495,40.00%,401.0,50.0,238.0,96.0,23.0,15,29,1,0
12412,Women Red Wedges Sandal,4.1,Women,Flipkart,375,499,24.85%,2845.0,471.0,1488.0,652.0,354.0,133,215,0,2
17862,Walking Shoes For Women  (Grey),4.2,Women,Flipkart,597,999,40.24%,6517.0,1009.0,3780.0,1500.0,593.0,227,417,1,3
5322,Lace Up For Men  (Black),3.5,Men,Flipkart,1998,3899,48.76%,19.0,2.0,6.0,4.0,5.0,1,3,1,2
19997,Men Multicolor Flats Sandal,3.8,Men,Flipkart,498,998,50.10%,2419.0,313.0,1182.0,365.0,354.0,197,321,1,3
13705,Bellies For Women  (Black),3.6,Women,Flipkart,299,499,40.08%,96.0,10.0,36.0,20.0,19.0,7,14,0,0
19129,Slip On For Men  (Black),4.1,Men,Flipkart,1576,2699,41.61%,583.0,86.0,285.0,163.0,65.0,30,40,1,1
5742,Women Grey Heels Sandal,4.2,Women,Flipkart,599,999,40.04%,275.0,38.0,0.0,0.0,0.0,0,0,0,3
17492,Women Pink Sports Sandal,4.4,Women,Flipkart,1049,3795,72.36%,102.0,12.0,71.0,18.0,2.0,6,5,0,2
90,TREAD LITE LUX LP Running Shoes For Men  (Black),4.2,Men,Flipkart,1009,2383,54.46%,1215.0,176.0,500.0,290.0,59.0,66,23,1,1
8596,Men Brown Casual Sandal,4.1,Men,Flipkart,682,699,2.43%,190.0,34.0,95.0,49.0,26.0,9,11,1,0
5617,Men Brown Sandal,3.7,Men,Flipkart,398,999,60.16%,2824.0,402.0,1268.0,546.0,407.0,229,374,1,0
16500,Oxford For Women  (Black),5.0,Women,Flipkart,4499,8999,50.01%,1.0,1.0,1.0,0.0,0.0,0,0,0,2
1030,Slides,4.2,Men,Flipkart,2399,3999,40.01%,99.0,11.0,55.0,25.0,8.0,3,8,1,2
8085,Extra Soft Walking Shoes For Women  (White),4.2,Women,Flipkart,649,999,35.04%,100.0,16.0,57.0,18.0,13.0,3,7,0,1
3336,Women Black Bellies Sandal,4.1,Women,Flipkart,474,499,5.01%,99.0,14.0,45.0,31.0,13.0,5,5,0,1
1075,Urban SL Sneakers For Men  (White),4.2,Men,Flipkart,2279,3799,40.01%,1673.0,178.0,945.0,396.0,148.0,58,126,1,1
16136,"Party Casual Shoes, Outdoor Boots ,Best Rates, Canvas Shoes,Sneakers Shoes , Loafers Shoes, Trendy Shoes, Trekking Shoes, Sports Shoes ,Top Rated, Best Rates,Light Weight, Juta, Walking Shoes, Rain Shoes, Slip On, Suj, Waterproof, Rainy Shoes, Comfortable For Women'S/Girls'S (Blue-3071) High Tops For Women  (Blue)",4.2,Women,Flipkart,387,1999,80.64%,43.0,4.0,23.0,13.0,2.0,1,4,1,4
6781,Smash v2 L White- Black Sneakers For Men  (White),4.4,Men,Flipkart,2099,3499,40.01%,5822.0,759.0,3734.0,1269.0,384.0,126,309,1,3
17559,"Casual , Partywear Sneakers Shoes For Men's And Boys Loafers For Men  (Tan)",4.0,Men,Flipkart,399,999,60.06%,13959.0,1931.0,6753.0,3260.0,1907.0,761,1278,1,2
20346,Women Grey Flats Sandal,4.2,Women,Flipkart,360,499,27.86%,2567.0,358.0,1402.0,571.0,320.0,130,144,0,1
17562,SL 164 Walking Shoes For Women  (Blue),4.4,Women,Flipkart,899,999,10.01%,1944.0,345.0,1198.0,528.0,121.0,38,59,1,4
11295,Slides,4.0,Women,Flipkart,299,999,70.07%,748.0,71.0,399.0,152.0,88.0,42,67,1,1
14338,Women Black Flats Sandal,4.3,Women,Flipkart,225,249,9.64%,275.0,53.0,155.0,67.0,29.0,13,11,1,1
12046,Women Blue Wedges Sandal,4.1,Women,Flipkart,440,1499,70.65%,34.0,3.0,24.0,0.0,3.0,2,5,1,2
17285,"Women Red, Gold Heels Sandal",3.9,Women,Flipkart,359,799,55.07%,1166.0,167.0,574.0,247.0,146.0,79,118,0,0
13566,Latest Collection & Comfortable Bellies For Women  (Beige),3.8,,Flipkart,399,999,60.06%,,,,182.0,124.0,59,85,1,1
16368,Bellies shoe For Women  (Black),4.0,Women,Flipkart,424,499,15.03%,663.0,86.0,319.0,168.0,78.0,40,58,0,0
17486,DAILY 3.0 Sneakers For Men  (Grey),4.1,Men,Flipkart,3079,5599,45.01%,14.0,1.0,6.0,5.0,2.0,1,0,1,4
17786,Women Black Heels Sandal,3.9,Women,Flipkart,599,1249,52.04%,56.0,8.0,29.0,9.0,6.0,6,6,0,4
3340,Women Pink Flats Sandal,3.9,Women,Flipkart,380,499,23.85%,564.0,62.0,297.0,87.0,81.0,42,61,1,3
5282,Climber Boots For Men  (Bronze),4.0,Men,Flipkart,499,999,50.05%,60101.0,7501.0,33442.0,9310.0,6840.0,3551,6958,1,0
15219,New Fashionable And Comfortable Sneakers For Women And Girls Party Wear Party Wear For Women  (Pink),4.1,Women,Flipkart,499,999,50.05%,63.0,9.0,41.0,5.0,5.0,5,7,1,3
2838,women new collection boots Boots For Women  (Black),3.7,Women,Flipkart,449,999,55.06%,145.0,26.0,65.0,26.0,19.0,12,23,0,3
4243,"Latest Stylish Design-Modern Look Casual Moccasins for Women's & Girl's Latest | Fashionable Slip on Loafer, Office-Home Comfort Wear & Lightweight Loafers For Women  (Grey)",4.2,Women,Flipkart,497,999,50.25%,1260.0,214.0,677.0,346.0,113.0,48,76,1,0
3818,"Perfect Stylish,Trending High Ankle Boots For Women Boots For Women  (Pink)",4.3,Women,Flipkart,365,999,63.46%,556.0,87.0,352.0,103.0,46.0,21,34,0,1
9544,Perfect Stylish Girls Casual Shoes Sneakers For Women  (Pink),4.3,Women,Flipkart,399,999,60.06%,10481.0,1530.0,6224.0,2259.0,1049.0,370,579,1,4
17467,Women Black Wedges Sandal,4.2,,Flipkart,251,279,10.04%,,487.0,,,,114,161,1,2
12373,Loafers For Women  (Tan),4.2,Women,Flipkart,549,999,45.05%,77.0,15.0,42.0,22.0,9.0,2,4,1,4
15389,Women Beige Flats Sandal,4.0,,Flipkart,299,399,25.06%,,,,,,74,113,1,3
1816,Women Black Heels Sandal,4.0,Women,Flipkart,454,499,9.02%,2814.0,490.0,1511.0,552.0,323.0,128,300,0,0
1440,Nike Air Zoom Winflo 7 Men's Running Shoe Running Shoes For Men  (Black),4.5,Men,Flipkart,5517,7995,30.99%,36.0,6.0,26.0,4.0,5.0,1,0,1,4
19376,Men's Synthetic Leather Casual Office Use Wedding Formal Shoes For Mens And Boys Slip On For Men Slip On For Men  (Black),3.8,Men,Flipkart,429,999,57.06%,7519.0,1063.0,3606.0,1397.0,1041.0,545,930,1,2
6510,Solar Fuse - Lite Joy Walking Shoes For Women  (Grey),4.3,Women,Flipkart,3709,5299,30.01%,69.0,9.0,44.0,12.0,5.0,3,5,1,1
10313,Men Black Sandal,4.0,Men,Flipkart,399,1899,78.99%,287.0,42.0,134.0,77.0,42.0,14,20,0,1
10806,ALICE Running Shoes For Women  (Off White),4.4,Women,Flipkart,974,1299,25.02%,377.0,51.0,253.0,77.0,17.0,9,21,0,2
6561,SL 164 Walking Shoes For Women  (Blue),4.4,Women,Flipkart,899,999,10.01%,1944.0,345.0,1198.0,528.0,121.0,38,59,1,0
18689,Bellies For Men  (Black),3.9,Men,Flipkart,387,749,48.33%,321.0,33.0,183.0,39.0,32.0,17,50,0,0
16206,"Comfortable&Durable Walking Shoes For Women  (Black, Navy)",3.6,Women,Flipkart,499,999,50.05%,79.0,6.0,35.0,13.0,9.0,9,13,1,1
13818,Canvas Shoes For Men  (Black),3.9,Men,Flipkart,219,999,78.08%,430.0,48.0,229.0,68.0,41.0,36,56,0,1
11586,"Casual shoes,Sneakers for men's,shoes for men's Sneakers For Men  (Grey)",3.9,Men,Flipkart,349,999,65.07%,39546.0,5341.0,20738.0,6460.0,4727.0,2477,5144,1,3
16259,Slippers,4.3,Men,Flipkart,1799,2999,40.01%,8.0,2.0,6.0,0.0,1.0,0,1,1,1
2134,SONIC Tennis Shoes For Men  (Black),4.2,Men,Flipkart,1499,3999,62.52%,101.0,8.0,58.0,23.0,8.0,4,8,1,0
152,"KENT Running Shoes For Men  (Blue, Black)",4.2,Men,Flipkart,1066,1127,19.25%,4589.0,769.0,5393.0,1063.0,112.0,13,439,1,0
18295,Flip Flops,4.2,Women,Flipkart,299,699,57.22%,15.0,5.0,8.0,4.0,2.0,0,1,1,3
16369,Women Pink Heels Sandal,3.5,Women,Flipkart,189,999,81.08%,39.0,1.0,18.0,7.0,0.0,4,10,1,4
20599,Mojaris For Men  (Tan),4.0,Men,Flipkart,689,2295,69.98%,6.0,1.0,2.0,2.0,2.0,0,0,0,2
12544,Men Grey Casual Sandal,4.6,Men,Flipkart,1499,2499,40.02%,10.0,1.0,7.0,2.0,1.0,0,0,1,1
7540,ICEBULL LEATHER 100% GENUINE LEATHER POLICE SHOES FOR GIRLS OR WOMEN (JEFL02) Oxford For Women  (Brown),4.3,Women,Flipkart,1399,3999,65.02%,23.0,4.0,11.0,9.0,3.0,0,0,0,1
2164,For Men  (Black),3.9,Men,Flipkart,315,499,36.87%,1461.0,263.0,664.0,329.0,211.0,101,156,0,2
2679,Ketava Graphic v2 IDP Slippers,4.3,Men,Flipkart,1119,1399,20.01%,2876.0,265.0,1759.0,639.0,231.0,70,177,1,3
5644,Electron Street Sneakers For Women  (Pink),4.7,Women,Flipkart,4498,4499,0.02%,18.0,1.0,15.0,1.0,1.0,1,0,1,4
4710,Women Brown Wedges Sandal,4.3,Women,Flipkart,421,499,15.63%,126.0,19.0,78.0,25.0,8.0,8,8,1,2
14079,Slip On For Men  (Black),4.0,Men,Flipkart,382,999,61.76%,733.0,83.0,416.0,97.0,86.0,36,98,0,3
17310,Smile Slides/Flip Flop for girls Slides,4.0,Women,Flipkart,305,799,61.83%,310.0,37.0,148.0,80.0,42.0,24,16,1,1
20914,Bellies For Women  (Beige),3.7,Women,Flipkart,599,2399,75.03%,14.0,2.0,6.0,2.0,3.0,2,1,1,1
14543,Revolution 4 Running Shoes For Women  (Black),4.2,Women,Flipkart,2209,3695,40.22%,726.0,86.0,428.0,171.0,52.0,20,55,1,0
16222,Jutis For Women  (Orange),3.6,Women,Flipkart,169,499,66.13%,41.0,3.0,20.0,5.0,3.0,7,6,0,0
18109,Women Brown Flats Sandal,4.1,Women,Flipkart,389,999,61.06%,691.0,84.0,349.0,187.0,72.0,38,40,1,3
794,Ankle Length & High Ankle Length Boots For Women  (Black),4.0,Women,Flipkart,532,841,52.05%,240.0,31.0,16.0,52.0,15.0,14,21,0,2
4477,"Hyperon M Running Shoes For Men  (Navy, White)",4.2,Men,Flipkart,1499,2999,50.02%,12811.0,1597.0,7087.0,3278.0,1210.0,419,817,1,0
7147,Rive Slipon Wn s MU IDP Running Shoes For Women  (Grey),4.2,Women,Flipkart,2427,3999,39.31%,58.0,9.0,30.0,19.0,4.0,3,2,1,4
19724,Women Multicolor Flats Sandal,3.6,Women,Flipkart,499,999,50.05%,6651.0,927.0,2683.0,1209.0,1052.0,610,1097,1,1
8555,Women Black Flats Sandal,4.0,Women,Flipkart,284,799,64.46%,386.0,47.0,210.0,69.0,47.0,22,38,0,1
8290,ZOE PLUS Casuals For Women  (Grey),3.9,Women,Flipkart,599,649,7.70%,43.0,5.0,24.0,6.0,4.0,1,8,1,3
15434,Women White Phulkari Punjabi Jutti Ethnic Mojari Handmade Jutti Jutis For Women  (Multicolor),4.0,Women,Flipkart,999,1395,28.39%,39.0,4.0,22.0,8.0,2.0,2,5,0,4
5758,Women Black Heels Sandal,3.4,Women,Flipkart,749,999,25.03%,18.0,2.0,5.0,5.0,3.0,2,3,0,0
17221,Perfect Stylish Girls High Ankel Boots For Women Boots For Women  (Black),4.6,Women,Flipkart,499,999,50.05%,10.0,4.0,7.0,2.0,1.0,0,0,0,1
15372,Walking Shoes For Women  (White),4.2,Women,Flipkart,988,3295,70.02%,364.0,60.0,205.0,92.0,32.0,17,18,0,3
1586,Party Wear For Men  (Tan),3.7,Men,Flipkart,499,799,37.55%,19.0,1.0,9.0,3.0,2.0,2,3,0,4
15683,Women Maroon Wedges Sandal,3.9,Women,Flipkart,499,899,44.49%,669.0,138.0,321.0,148.0,98.0,46,56,0,1
15884,"Women SL-124 Black Red Running Shoes For Women  (Red, Black)",4.3,Women,Flipkart,824,999,17.52%,17117.0,2296.0,9662.0,5025.0,1421.0,366,643,1,3
881,Slippers,4.0,Men,Flipkart,123,42,46.73%,53.0,4.0,24.0,15.0,5.0,5,5,0,0
10392,"Latest Collection, Comfortable & Fashionable Bellies for Women's and Girl's Pack of 1 Bellies For Women  (Blue)",4.0,Women,Flipkart,249,499,50.10%,404.0,59.0,213.0,85.0,46.0,18,42,0,3
6008,ZF Klub Men's Lace up Walking Shoes Running Shoes Lightweight Breathable Mesh Fashion Sneakers / Designer party Wear For Men (black new look wise ) For Men  (Black),3.8,Men,Flipkart,449,999,55.06%,1584.0,163.0,802.0,217.0,202.0,132,231,1,1
13810,"punjabi jutti , nagra , nagra shoes , jutti , jalsa , mojari , rajasthani jutti Mojaris For Men  (Black)",3.8,Men,Flipkart,245,499,50.90%,874.0,101.0,451.0,134.0,109.0,66,114,0,2
534,Flip Flops,3.4,Men,Flipkart,441,833,51.95%,4234.0,480.0,430.0,409.0,783.0,373,262,0,1
18329,Women Brown Flats Sandal,3.9,Women,Flipkart,331,999,66.87%,578.0,72.0,253.0,143.0,106.0,33,43,1,1
4070,Jutis For Women  (Black),4.3,Women,Flipkart,749,1499,50.03%,10.0,2.0,5.0,3.0,2.0,0,0,0,2
6811,FITMAN Slip On Sneakers For Men  (Multicolor),3.8,Men,Flipkart,227,1299,82.53%,1668.0,228.0,821.0,294.0,228.0,121,204,0,4
6959,Women Blue Flats Sandal,4.0,Women,Flipkart,285,549,48.09%,1078.0,136.0,534.0,243.0,151.0,66,87,1,0
12333,"Rajasthani ethnic multicolor bellies, jutis, chappal for women & girl Bellies For Women  (Multicolor)",4.3,Women,Flipkart,232,499,53.51%,48.0,4.0,28.0,7.0,7.0,0,3,0,2
3308,Girls Stylish Cut Work Design Sneakers For Women  (White),4.0,Women,Flipkart,349,499,30.06%,1580.0,216.0,788.0,342.0,227.0,91,132,1,2
3773,Bellies For Women  (Blue),3.9,Women,Flipkart,284,499,43.09%,786.0,127.0,377.0,162.0,103.0,47,97,0,4
11360,"Women Jutis For Women  (Gold, Blue)",4.0,Women,Flipkart,258,700,63.14%,121.0,11.0,64.0,24.0,14.0,9,10,0,3
20849,Running Shoes For Men  (Multicolor),4.0,Men,Flipkart,474,599,20.87%,15421.0,2454.0,7536.0,3895.0,2096.0,739,1155,1,1
18071,women boots Boots For Women  (Black),3.7,Women,Flipkart,449,999,55.06%,141.0,26.0,71.0,21.0,14.0,7,28,0,2
2050,Brown Jutis For Women  (Brown),4.1,Women,Flipkart,248,699,64.52%,159.0,23.0,88.0,33.0,17.0,8,13,0,1
20152,Sneakers For Men  (White),3.9,Men,Flipkart,389,999,61.06%,179.0,16.0,93.0,25.0,29.0,7,25,0,2
19253,Boots For Women  (Black),4.3,Women,Flipkart,1139,1999,43.02%,24.0,3.0,16.0,3.0,2.0,1,2,1,3
569,Chroma Knit Wn s Training & Gym Shoes For Women  (Grey),4.1,Women,Flipkart,2368,4493,45.01%,15.0,3.0,6.0,5.0,1.0,2,3,1,1
19522,Jutis For Women  (Multicolor),3.3,Women,Flipkart,294,599,50.92%,9.0,2.0,3.0,2.0,1.0,1,2,0,0
14996,PELEM- EMIRO Flip Flops,3.4,Men,Flipkart,2659,3799,30.01%,24.0,3.0,9.0,5.0,3.0,0,7,1,3
3932,Casuals For Men  (Black),4.1,Men,Flipkart,474,999,52.55%,30104.0,3383.0,18348.0,4425.0,2806.0,1577,2948,1,4
18891,Slides,4.1,Women,Flipkart,231,899,74.30%,80.0,12.0,44.0,15.0,9.0,5,7,0,0
11930,Viz Runner Running Shoes For Men  (Black),4.0,Men,Flipkart,2749,5499,50.01%,600.0,81.0,329.0,116.0,56.0,26,73,1,4
38,"sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men<U+FFFD> Running Shoes For Men  (Black, White)",4.1,Men,Flipkart,543,1137,50.05%,30677.0,3748.0,32131.0,6035.0,3870.0,1866,3064,1,1
10044,Bellies For Women  (Brown),3.7,Women,Flipkart,714,1495,52.24%,29.0,0.0,10.0,7.0,8.0,1,3,1,4
6338,Women Black Wedges Sandal,3.2,Women,Flipkart,699,999,30.03%,25.0,2.0,7.0,7.0,1.0,4,6,0,3
2316,Bellies For Women  (Maroon),3.8,Women,Flipkart,217,499,56.51%,117.0,12.0,59.0,17.0,15.0,8,18,0,2
17420,MCW-145 Running Shoes For Men  (Multicolor),3.8,Men,Flipkart,315,1299,75.75%,17202.0,2435.0,7829.0,3137.0,2657.0,1354,2225,1,3
5540,Jute Mojari For Men Mojaris For Men  (Black),4.0,,Flipkart,429,999,57.06%,,0.0,,,,1,2,0,4
13996,"PRO CARBONITE 3.0 Football Shoes For Men  (Black, Yellow)",4.0,Men,Flipkart,685,709,3.39%,694.0,94.0,356.0,147.0,84.0,37,70,1,0
12341,Women Beige Wedges Sandal,4.1,Women,Flipkart,400,999,59.96%,183.0,28.0,102.0,41.0,14.0,11,15,1,0
18493,Women Brown Heels Sandal,4.2,Women,Flipkart,568,1249,54.52%,1545.0,206.0,885.0,311.0,173.0,70,106,0,2
11167,ATHLEO Sports Running Shoes For Women  (Grey),3.7,Women,Flipkart,599,1199,50.04%,65.0,13.0,26.0,13.0,12.0,7,8,0,0
14279,Men Black Casual Sandal,3.9,Men,Flipkart,555,999,44.44%,2558.0,342.0,1174.0,660.0,336.0,171,217,1,1
19815,Women Black Wedges Sandal,4.1,Women,Flipkart,649,999,35.04%,28.0,5.0,13.0,9.0,4.0,1,1,1,1
16883,Flip Flops,3.3,Women,Flipkart,169,499,66.13%,4.0,1.0,1.0,1.0,0.0,2,0,0,0
16039,Perfect Stylish Girls High Ankel Boots For Women  (Pink),4.2,Women,Flipkart,449,999,55.06%,510.0,88.0,309.0,83.0,51.0,24,43,0,0
17804,Women Red Phulkari Jutti Handmade Punjabi Jutti Mojari Online Handmade Jutis For Women  (Red),4.3,Women,Flipkart,999,1395,28.39%,25.0,7.0,14.0,7.0,3.0,0,1,0,1
10043,Slip On For Men  (Brown),3.6,Men,Flipkart,1272,2995,57.53%,,,,6.0,,1,8,0,2
442,"New Tredy Stylish Girls Comfortable ,Lightweight, Fashionble ,Now Look ,Outdoor ,Ankle Length ,High heel, Walking, Running. Boot ,Shoe For Women /Girls/Ladies Boots For Women  (Pink)",4.2,Women,Flipkart,328,1090,55.62%,1526.0,262.0,719.0,266.0,135.0,46,136,0,4
13089,Flip Flops,3.8,Women,Flipkart,292,700,58.29%,959.0,133.0,450.0,182.0,134.0,93,100,0,4
18411,Mojaris For Women  (Multicolor),3.7,Women,Flipkart,499,999,50.05%,128.0,16.0,49.0,38.0,15.0,8,18,0,4
13622,"punjabi jutti , nagra , nagra shoes , jutti , jalsa , mojari , rajasthani jutti Jutis For Men  (Blue)",3.9,Men,Flipkart,269,499,46.09%,199.0,27.0,120.0,16.0,21.0,12,30,0,1
9216,Slip On For Women  (Brown),3.9,Women,Flipkart,474,999,52.55%,190.0,23.0,91.0,45.0,25.0,21,18,1,0
511,Women SFL-503 Purple Fluorescent Green Flip Flops,4.1,Women,Flipkart,246,107,28.67%,9356.0,1210.0,2612.0,481.0,2392.0,583,282,1,0
1149,For Men  (Tan),4.0,Men,Flipkart,999,1999,50.03%,1246.0,203.0,578.0,355.0,143.0,64,106,1,1
7328,Leather Design Stylish Look Boots Shoes Boots For Women  (Black),4.2,Women,Flipkart,398,1399,71.55%,14914.0,2475.0,8671.0,3132.0,1586.0,575,944,1,4
13270,Men Brown Flats Sandal,3.8,Men,Flipkart,1049,1999,47.52%,13.0,2.0,5.0,3.0,3.0,1,1,1,2
8013,Women Black Bellies Sandal,3.9,Women,Flipkart,344,499,31.06%,465.0,67.0,208.0,115.0,61.0,34,47,0,0
13813,Socks Shoes Casuals For Men  (Grey),4.1,Men,Flipkart,423,999,57.66%,13682.0,1805.0,7062.0,3224.0,1689.0,617,1090,1,2
